filename,notes,authors,licenses,urls
hair/braid2/adult/fg/dark_brown.png,"(lidia)","Yamilian,bluecarrot16","CC-BY-SA 3.0,GPL 3.0","https://opengameart.org/content/lpc-heroine,https://opengameart.org/content/lpc-hair"
hair/braid2/adult/bg/dark_brown.png,"(lidia)","Yamilian,bluecarrot16","CC-BY-SA 3.0,GPL 3.0","https://opengameart.org/content/lpc-heroine,https://opengameart.org/content/lpc-hair"
